Phone Number,Age,Income,Location,Policy Preference,Steps,Heart Rate,Sleep Hours,Activity Level,CIBIL Score,Savings,Browsing History,Policy Purchased,Life Stage,Financial Goal,Risk Appetite,Policy Tenure,Premium Amount
8734739673,47,1599426,Kochi,Term Insurance,8138,82,5.7,High,387,301402.0692975892,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,3,47726
915394862952,63,659691,Bhiwandi,Term Insurance,10591,61,5.5,High,478,181690.26222161888,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,17,36235
3934614532,35,868570,Bongaigaon,Term Insurance,9139,96,7.1,Low,798,145929.45160320547,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
9688326987,56,1452218,Cuttack,Term Insurance,7360,62,7.3,Medium,592,272729.1965260673,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,19,36854
6054270091,24,951155,Bhimavaram,ULIP,10802,71,5.4,Low,897,145791.51431095783,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
4482776044,60,609179,Alwar,Term Insurance,4475,84,5.9,Low,492,94153.1383217312,Health Blogs,None,Retiree,Wealth Creation,Low,0,0
916308478983,33,607394,Nizamabad,Term Insurance,11545,73,5.8,High,340,163330.39710106837,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
5007732139,28,859352,Burhanpur,ULIP,2866,107,5.5,Low,615,100453.96339760692,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,5,31719
1475240565,31,1405623,Ludhiana,Term Insurance,8053,94,7.0,Low,822,349641.99141842016,Retirement Planning,None,Middle-Aged,Wealth Creation,High,0,0
2518271561,42,835841,Ratlam,Term Insurance,9980,85,8.4,High,521,208914.88706252413,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,27,49577
9053681852,45,1220973,Vijayanagaram,Term Insurance,9542,80,4.9,Medium,443,213128.5757781652,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,23,7139
9468793532,24,569576,Alappuzha,ULIP,9745,85,6.1,Medium,639,112308.22697245974,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
6202396826,19,1730582,Nellore,ULIP,14050,106,5.1,Low,441,233742.687934848,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,11,15150
1797869322,44,647008,Bahraich,Term Insurance,8327,67,9.0,Medium,844,138521.45832783854,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,3,32206
910926240917,26,488749,Tiruppur,ULIP,8001,89,6.6,High,368,128185.66645396494,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,5,33471
1850627427,28,521918,Latur,ULIP,10563,82,5.2,Low,640,76597.61902794454,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Low,4,19629
912470317278,26,1966080,Akola,ULIP,14019,83,8.4,Medium,491,337595.438250656,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
4938434017,35,1972846,Chittoor,Term Insurance,13309,73,6.0,Medium,376,450676.2213002974,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,19,45484
2287052950,30,1210497,Jamalpur,Term Insurance,2854,53,6.6,High,670,344940.3922404904,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,13,32891
913577129729,57,1415534,Bellary,Term Insurance,2594,80,6.8,Medium,685,368804.2844186526,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,24,16462
7680583102,24,1182873,Tirunelveli,ULIP,3889,50,5.8,High,348,322313.5259607231,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,25,8102
8882849810,26,533641,Gulbarga,ULIP,13458,55,6.1,High,409,147425.52782331826,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,12,15598
3696305013,33,1390681,Silchar,Term Insurance,8493,65,8.6,High,523,402332.2553576081,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,3,45459
919783105012,48,1188502,Phusro,Term Insurance,2445,81,7.5,High,596,289546.0998913462,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,Medium,1,17999
8200397233,21,737948,Chittoor,ULIP,11449,77,6.0,High,499,141584.81980295893,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
910420068650,23,1432189,Mathura,ULIP,10655,87,7.0,High,758,334516.06974783813,Fitness Tips,None,Young Professional,Wealth Creation,High,0,0
9604551292,49,1114607,Siliguri,Term Insurance,8074,65,8.5,Medium,511,146165.3377189875,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,10,36509
917431273403,21,1351871,Agartala,ULIP,8026,90,5.4,Low,456,392397.00315861794,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,10,29185
7311071380,68,1122029,Rewa,Term Insurance,6113,88,5.2,Low,349,166171.89282323953,Fitness Tips,ULIP,Retiree,Wealth Creation,Medium,9,25279
8650265857,36,1627503,Morbi,Term Insurance,6060,89,6.5,Low,545,383459.8113246675,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,28,27513
8903213160,35,633458,Jalgaon,Term Insurance,11690,77,5.4,High,855,147747.7431024944,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,9,25778
910857406901,33,1773633,Tiruppur,Term Insurance,5679,78,6.7,Medium,533,468364.98503725993,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,7,29069
4526465826,33,443031,Tiruvottiyur,Term Insurance,12655,99,6.9,Medium,702,106861.8234712487,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,15,25596
910376030423,59,465980,Rajkot,Term Insurance,10198,69,6.3,Medium,603,92793.93175566252,Health Blogs,Term Insurance,Retiree,Wealth Creation,Low,27,15983
4668796852,37,1709310,Ambarnath,Term Insurance,7040,98,8.3,Low,547,432211.7986237024,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,25,10867
912851661831,30,1575318,Bahraich,Term Insurance,8156,108,7.0,Low,437,450152.9240405757,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,21,9500
914067022709,60,1948287,Loni,Term Insurance,4419,64,10.6,Medium,761,526951.9317991021,Health Blogs,Term Insurance,Retiree,Wealth Creation,High,24,32363
913203598665,23,1884180,Akola,ULIP,11280,88,8.1,Low,395,383075.0279096627,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Medium,14,26261
3536137257,54,1267749,Meerut,Term Insurance,14031,67,6.9,Medium,550,197579.3663198965,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
8275493275,68,1007136,Purnia,Term Insurance,7024,55,9.3,High,422,155026.74389026864,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
914183058148,20,456956,Darbhanga,ULIP,10604,105,9.5,Low,599,124473.85788691844,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,5,15011
914944242337,35,624879,Panipat,Term Insurance,6054,60,5.4,Medium,309,176291.3200327988,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,14,31855
916566439403,25,652032,Bulandshahr,ULIP,8171,70,7.0,High,308,71440.26842134193,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Low,11,45139
917002190558,49,1759045,Varanasi,Term Insurance,3050,76,7.5,Low,741,422513.1555683143,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,24,36614
6078273658,52,1256334,Srikakulam,Term Insurance,5967,89,5.0,Low,457,240873.21154234785,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,3,16217
913995683000,49,406728,Naihati,Term Insurance,14050,93,7.2,Low,431,90355.55771840837,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Low,18,8531
910880657777,19,1242607,Moradabad,ULIP,9652,62,8.4,Medium,587,370607.4057233278,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,10,43651
918380590607,42,1231919,Salem,Term Insurance,12643,62,4.2,Medium,807,145145.4304400074,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,14,22633
915570875306,69,848289,North Dumdum,Term Insurance,7206,53,6.2,High,462,159119.82532469116,Retirement Planning,None,Retiree,Wealth Creation,Medium,0,0
916410189891,41,1959663,Sri Ganganagar,Term Insurance,8336,71,8.3,Medium,382,532761.4875926095,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,29,12209
917042318124,22,885020,Bhubaneswar,ULIP,7868,109,5.6,Low,352,197134.3435549393,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,9,43453
8988765893,28,707102,Rourkela,ULIP,3573,90,5.7,Medium,700,141250.18377477032,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
1674945434,22,1938220,Delhi,ULIP,5272,89,8.3,Low,876,414211.3720760148,Retirement Planning,None,Young Professional,Wealth Creation,High,0,0
1298720752,42,1165408,Orai,Term Insurance,12227,75,5.4,Low,671,307276.95063248905,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
453690374,32,1855192,Aurangabad,Term Insurance,8077,52,8.2,High,768,218296.9668619738,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,High,18,32569
4754067541,25,775338,Mehsana,ULIP,10324,64,5.4,High,484,191453.5909530644,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,4,21272
912485321945,56,622614,Bhiwandi,Term Insurance,7682,93,9.3,Medium,456,159054.97394965167,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
913518064134,63,1739945,Uluberia,Term Insurance,5856,81,6.1,Low,734,438804.1982211911,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,17,36554
8047973623,41,1220897,Thiruvananthapuram,Term Insurance,4748,98,1.3,Low,651,363829.6654277653,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,20,19805
2148234545,24,1250921,Sambhal,ULIP,10203,83,7.2,High,779,145918.45559963855,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
8263913909,27,977628,Mehsana,ULIP,9591,97,8.3,Medium,826,111794.68006163673,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,17,23539
4440666770,40,1483951,Ahmedabad,Term Insurance,3768,95,7.4,Low,789,159091.58287793508,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,10,5858
914187501356,57,1300026,Warangal,Term Insurance,12868,84,6.8,Medium,813,132280.28714237871,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
917008304990,23,1940809,South Dumdum,ULIP,3544,67,5.0,High,761,200189.25872048576,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,High,4,22438
7341545795,42,1590836,North Dumdum,Term Insurance,8707,75,7.4,Medium,535,292258.6008557787,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,19,24344
3789669026,29,1604999,Thrissur,ULIP,3587,101,6.5,Low,386,364114.8549812938,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,26,43848
917440441771,24,569042,Karawal Nagar,ULIP,13836,80,4.4,Low,542,118170.43312367826,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
9385784055,69,1109144,Tirunelveli,Term Insurance,11220,72,5.7,Medium,389,136287.68901332308,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,9,9283
5306531928,18,796619,Rajahmundry,ULIP,4544,87,5.5,Medium,692,129624.80138272687,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,28,36706
913061308412,67,1844283,Ahmedabad,Term Insurance,6739,92,5.2,Low,305,287017.87620335125,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,14,18604
1957368533,37,1508209,Parbhani,Term Insurance,6794,72,6.1,High,307,192191.735896607,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,20,43812
911586117698,20,1342237,Aurangabad,ULIP,9343,92,9.4,Medium,384,169517.32231943987,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,28,22347
915546120817,34,1645493,Moradabad,Term Insurance,6551,65,7.2,High,450,368026.7293469909,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,4,40903
1425740582,39,1755868,Kottayam,Term Insurance,9220,89,7.4,Medium,423,448121.252972288,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,23,15893
2715308644,49,1407807,Jalgaon,Term Insurance,6244,90,8.4,Low,819,263890.809472437,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,7,48439
914409995498,60,1601833,Amritsar,Term Insurance,11299,75,6.3,Low,833,350430.2928602768,Health Blogs,None,Retiree,Wealth Creation,High,0,0
6122016201,34,1529797,Bhubaneswar,Term Insurance,4878,103,9.8,Low,753,393655.34145534754,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,High,28,30132
9319844475,50,1700498,Rajahmundry,Term Insurance,4797,50,10.8,High,668,411572.7001822709,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,10,14729
910611826894,53,1747902,Mau,Term Insurance,6628,97,10.0,Low,661,393272.2098011556,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,20,29878
910683529493,66,781067,Shimoga,Term Insurance,2549,68,7.3,Medium,556,223024.95104793948,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
913079265855,21,1604717,Alappuzha,ULIP,13200,54,3.2,High,875,235610.50043890136,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,High,22,44690
914209054569,49,461174,Sultan Pur Majra,Term Insurance,10521,56,4.7,High,524,66160.09050529364,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Low,21,36594
2803969560,33,1498416,Mirzapur,Term Insurance,8681,89,6.3,Low,849,321544.7481334481,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
1074056639,32,529901,Burhanpur,Term Insurance,14188,50,7.2,High,315,146584.5506335522,Health Blogs,Pension Plan,Middle-Aged,Wealth Creation,Medium,29,44052
919392285338,50,1450700,Amritsar,Term Insurance,10517,74,7.1,Medium,451,423667.4638027332,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,14,32340
3709818895,19,449986,Bhalswa Jahangir Pur,ULIP,12466,90,10.6,Medium,565,66328.04641724372,Fitness Tips,Pension Plan,Young Professional,Wealth Creation,Low,26,23337
915603986531,38,1202999,Bangalore,Term Insurance,13493,62,6.4,High,339,191627.24167482124,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
9241246623,26,1879486,Delhi,ULIP,10335,105,5.7,Low,738,378491.91756609135,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,10,30708
918937061475,53,1242264,Jodhpur,Term Insurance,7542,90,4.9,Low,313,281761.4270754783,Health Blogs,Term Insurance,Retiree,Wealth Creation,Medium,29,31532
910467871830,68,1142489,Deoghar,Term Insurance,12998,76,5.2,Low,644,130288.48351973346,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,4,42369
7318595253,22,1437886,Begusarai,ULIP,14377,83,6.1,Low,627,274895.4386469898,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,22,34755
911098603953,28,1981870,Satna,ULIP,12977,108,8.8,Low,373,516476.8186770478,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
3464200089,43,744615,Tirupati,Term Insurance,13907,67,8.1,Medium,349,74900.90693821528,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Low,7,16153
275854772,63,979815,Kakinada,Term Insurance,11994,77,5.1,High,701,292597.5257442516,Retirement Planning,Pension Plan,Retiree,Wealth Creation,Medium,22,6673
1542535663,53,985419,Ramgarh,Term Insurance,7585,77,8.9,Low,621,255711.40307984743,Retirement Planning,ULIP,Retiree,Wealth Creation,Medium,16,12372
6662959664,25,1272482,Amritsar,ULIP,12562,78,5.1,High,652,232135.11474712368,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
845364838,34,1873532,Shimla,Term Insurance,4815,105,8.6,Low,370,220354.44388229132,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,26,14899
6206932511,32,1561395,Allahabad,Term Insurance,7419,91,7.3,Low,788,246493.7093896164,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,High,21,21211
917711384126,20,1515861,Pune,ULIP,2437,60,7.5,Medium,484,215973.7201707865,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,8,44659
5014535175,55,383006,Jorhat,Term Insurance,6085,67,8.3,High,698,91495.05360836304,Health Blogs,Pension Plan,Retiree,Wealth Creation,Low,2,28931
9837865015,34,1892718,Jammu,Term Insurance,8754,75,8.1,Medium,531,348894.536760964,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,3,29226
3584651898,47,1772332,Bahraich,Term Insurance,14692,93,7.5,Low,752,307771.71726663265,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,High,22,21650
1392194026,46,1808782,Malda,Term Insurance,7806,87,6.1,High,318,349711.58182021807,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,3,17952
8250896205,18,1176403,Asansol,ULIP,6189,94,7.0,Low,757,192048.2741781052,Health Blogs,ULIP,Young Professional,Wealth Creation,Medium,26,49107
9747205434,42,1950071,Secunderabad,Term Insurance,4888,90,6.3,Medium,879,522453.80816060497,Health Blogs,None,Middle-Aged,Wealth Creation,High,0,0
7333245292,22,1566173,Bilaspur,ULIP,8838,96,8.4,Low,769,235543.2503399482,Health Blogs,None,Young Professional,Wealth Creation,High,0,0
914643058615,54,565305,Tumkur,Term Insurance,5029,70,4.3,Low,763,122715.06016794486,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
4813155842,41,376045,Jhansi,Term Insurance,9231,84,6.3,High,452,102968.5275189431,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
6900777914,36,1528698,Erode,Term Insurance,10091,80,10.3,High,778,242699.85149208212,Fitness Tips,None,Middle-Aged,Wealth Creation,High,0,0
5116597855,33,783372,Pallavaram,Term Insurance,11149,92,5.6,Low,466,171463.13362421683,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,3,23543
914226659406,54,1219338,Etawah,Term Insurance,8299,73,5.1,High,842,198940.46111456785,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,25,9481
5807201717,53,665501,Ahmednagar,Term Insurance,3994,69,5.9,Medium,823,158910.83528472876,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,17,28988
1402851002,64,1371727,Panvel,Term Insurance,11740,71,2.9,Medium,663,353954.9996786806,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,20,19785
3002425926,29,1171519,Malegaon,ULIP,5817,96,4.9,Medium,693,195330.8881611227,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,27,5584
915834722869,49,1627963,Raurkela Industrial Township,Term Insurance,14284,52,7.7,High,398,373080.2032531795,Health Blogs,None,Middle-Aged,Wealth Creation,Medium,0,0
9789070409,52,1683675,Jamnagar,Term Insurance,9899,52,5.7,High,629,207251.16668545725,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,8,11603
8853675293,35,1176161,Guna,Term Insurance,5837,97,7.1,Medium,593,295509.75525879243,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,1,40811
4535301509,51,571079,Bikaner,Term Insurance,3666,98,9.0,Low,462,60179.706827338174,Health Blogs,Term Insurance,Retiree,Wealth Creation,Low,14,10900
914829788425,44,545759,Maheshtala,Term Insurance,3596,63,6.4,High,544,56938.72241111936,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Low,19,21049
7822948274,33,676144,Kulti,Term Insurance,14879,72,7.3,Medium,757,87133.26689408648,Retirement Planning,None,Middle-Aged,Wealth Creation,Low,0,0
7495391654,39,908545,Sultan Pur Majra,Term Insurance,11913,61,6.6,High,562,271941.74727193784,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Medium,5,48616
1046181758,45,1077911,Bhalswa Jahangir Pur,Term Insurance,13653,108,5.4,Low,765,113275.23823479086,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,20,23218
4535777282,61,1923098,Ranchi,Term Insurance,13211,75,8.8,High,858,267344.03333394486,Retirement Planning,Term Insurance,Retiree,Wealth Creation,High,5,48196
4052710415,66,403594,Karnal,Term Insurance,11667,107,7.9,Low,573,106230.13997075682,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
9488201914,45,725326,Jamshedpur,Term Insurance,5191,96,10.5,Medium,514,215939.76530770832,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,14,11097
1864890628,55,399441,Tezpur,Term Insurance,12157,69,10.2,Medium,776,118108.16382050196,Health Blogs,Pension Plan,Retiree,Wealth Creation,Medium,2,36748
9132393166,19,493081,Korba,ULIP,8897,96,6.5,Low,563,123108.98356216591,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
9635076023,38,1305515,Kadapa,Term Insurance,12864,76,5.4,High,591,222824.70296509383,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
5705774617,35,1669782,Agra,Term Insurance,7758,90,8.1,Low,471,205163.77178199287,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
8850670551,29,513935,Begusarai,ULIP,11219,68,6.5,Medium,805,131392.8017866418,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,19,44963
1202557259,40,1245690,Ulhasnagar,Term Insurance,14530,63,5.1,Medium,810,333933.51812495623,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,High,22,35380
8191720609,60,1667969,Machilipatnam,Term Insurance,3634,88,7.7,Medium,822,229967.03134899505,Health Blogs,None,Retiree,Wealth Creation,High,0,0
8375633112,47,1269867,Chittoor,Term Insurance,2401,62,9.2,Medium,420,252487.212786964,Health Blogs,ULIP,Middle-Aged,Wealth Creation,Medium,5,28997
7825227794,23,1070622,Phusro,ULIP,2104,77,7.8,Medium,853,161951.30971552077,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
916323131251,35,1017518,Saharanpur,Term Insurance,9479,108,9.4,Low,502,234412.812627672,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,20,35667
2851802113,44,647416,Kavali,Term Insurance,9957,84,8.3,Medium,733,71674.43985568707,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Low,18,15051
918449358539,64,1221050,Etawah,Term Insurance,5018,67,8.0,Medium,733,176777.24555348646,Health Blogs,ULIP,Retiree,Wealth Creation,Medium,12,29179
7180453006,43,854044,Bhubaneswar,Term Insurance,2220,68,5.2,High,761,111200.63052068528,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,21,38172
451340645,45,1224729,Alwar,Term Insurance,10267,58,6.1,High,844,122904.8208890657,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,21,49036
7901727962,65,1470452,Chapra,Term Insurance,11492,54,6.9,High,665,169086.8384003898,Fitness Tips,None,Retiree,Wealth Creation,Medium,0,0
8896385046,25,643551,Gulbarga,ULIP,14934,62,7.7,High,350,112750.32596118252,Fitness Tips,ULIP,Young Professional,Wealth Creation,Medium,4,31101
916186428667,26,1966539,Amroha,ULIP,13869,72,7.0,Medium,457,249679.95758901295,Retirement Planning,Term Insurance,Young Professional,Wealth Creation,Medium,23,18307
7549600655,41,1882005,Mathura,Term Insurance,11241,90,5.7,Low,462,413461.48794266704,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
27200270,34,770803,Bathinda,Term Insurance,3540,83,5.2,High,410,154279.2572550122,Retirement Planning,Pension Plan,Middle-Aged,Wealth Creation,Medium,16,6750
321356024,32,1168605,Gaya,Term Insurance,2133,86,6.4,High,654,223142.7508925996,Retirement Planning,Term Insurance,Middle-Aged,Wealth Creation,Medium,17,22847
912760091661,18,833018,Rewa,ULIP,10193,77,6.1,Low,328,108747.98857554085,Fitness Tips,None,Young Professional,Wealth Creation,Medium,0,0
9050406664,30,1727965,New Delhi,Term Insurance,5569,79,6.4,Low,697,316763.52401587064,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
914012015245,42,1368728,Purnia,Term Insurance,5000,91,6.2,Medium,817,219075.50671196863,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,High,15,21973
919442553247,44,1024946,Malegaon,Term Insurance,14531,72,7.2,Medium,635,289157.4947204821,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,27,40528
5365208400,30,1284654,Saharsa,Term Insurance,5978,82,9.9,Low,685,329741.81963756034,Fitness Tips,ULIP,Middle-Aged,Wealth Creation,Medium,10,38713
914678840253,23,1384133,Karimnagar,ULIP,9801,70,5.9,Medium,876,354463.3611038534,Health Blogs,ULIP,Young Professional,Wealth Creation,High,15,17565
5658000061,61,768948,Srikakulam,Term Insurance,6045,87,8.0,High,757,223511.2464149872,Fitness Tips,None,Retiree,Wealth Creation,High,0,0
5736998065,27,653297,Udaipur,ULIP,13270,83,6.2,Low,800,116360.80233098962,Retirement Planning,Pension Plan,Young Professional,Wealth Creation,Medium,26,35938
3187596803,39,1769144,Hajipur,Term Insurance,7479,67,6.3,Medium,585,450814.851542992,Health Blogs,Term Insurance,Middle-Aged,Wealth Creation,Medium,25,31148
531164521,46,679962,Nanded,Term Insurance,9477,107,5.9,Low,441,139626.50881628194,Retirement Planning,ULIP,Middle-Aged,Wealth Creation,Medium,3,16430
3455738412,32,981837,Gandhidham,Term Insurance,2217,86,7.5,Medium,330,252098.01387323585,Fitness Tips,None,Middle-Aged,Wealth Creation,Medium,0,0
1636392961,29,1908653,Pallavaram,ULIP,9807,76,5.9,Medium,381,306645.8802244533,Retirement Planning,ULIP,Young Professional,Wealth Creation,Medium,21,28940
9808726868,67,608982,North Dumdum,Term Insurance,10917,90,6.3,Low,581,147705.837217827,Fitness Tips,Term Insurance,Retiree,Wealth Creation,Medium,25,48990
911655998068,43,1344176,Chinsurah,Term Insurance,10152,87,3.7,Low,819,368831.7619840123,Fitness Tips,Pension Plan,Middle-Aged,Wealth Creation,High,21,26508
1578525118,69,1977138,Anantapur,Term Insurance,10018,75,8.9,Medium,327,437977.1869471488,Retirement Planning,Term Insurance,Retiree,Wealth Creation,Medium,21,11461
6991790420,26,1686072,Aligarh,ULIP,7570,81,7.1,High,820,244097.2480589626,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,High,4,34414
8337863432,64,835148,Katni,Term Insurance,9047,77,4.4,High,460,216646.88759736717,Fitness Tips,Pension Plan,Retiree,Wealth Creation,Medium,22,23586
6794428130,34,391646,Bhagalpur,Term Insurance,10831,104,9.2,Low,887,45403.54630238053,Fitness Tips,Term Insurance,Middle-Aged,Wealth Creation,Low,24,21240
918024328235,27,615527,Madurai,ULIP,9463,93,6.2,Medium,849,149241.47221406866,Health Blogs,Term Insurance,Young Professional,Wealth Creation,Medium,20,36848
915284170722,27,897670,Khandwa,ULIP,6827,84,5.3,High,768,198246.9011161828,Health Blogs,Pension Plan,Young Professional,Wealth Creation,Medium,24,12928
9188869600,25,1427949,Jorhat,ULIP,3890,81,5.6,Medium,856,245774.83928351064,Retirement Planning,None,Young Professional,Wealth Creation,High,0,0
3706565122,31,990755,Tezpur,Term Insurance,5622,73,7.9,High,586,116379.54568093795,Retirement Planning,None,Middle-Aged,Wealth Creation,Medium,0,0
9119496233,55,1593003,Berhampur,Term Insurance,4408,60,7.0,Medium,548,229240.4899147987,Health Blogs,None,Retiree,Wealth Creation,Medium,0,0
2558857096,29,955110,Amroha,ULIP,13110,78,7.6,Low,598,133956.70808922907,Retirement Planning,None,Young Professional,Wealth Creation,Medium,0,0
5783129030,26,1570261,Ahmednagar,ULIP,7794,76,6.8,Medium,621,206269.3346111998,Fitness Tips,Term Insurance,Young Professional,Wealth Creation,Medium,18,48471
5672121752,23,1471867,Asansol,ULIP,10600,56,6.0,High,518,290609.30195555376,Health Blogs,None,Young Professional,Wealth Creation,Medium,0,0
